t 1 2 3 4 5 jV0100 jO1 jO2 
0.0045 10 -4490 10 20 10 -0.45 -0.002 0.451
0.00451 10 -4500 10 20 10 -0.451 -0.002 0.452
0.00452 10 -4510 10 20 10 -0.452 -0.002 0.453
0.00453 10 -4520 10 20 10 -0.453 -0.002 0.454
0.00454 10 -4530 10 20 10 -0.454 -0.002 0.455
0.00455 10 -4540 10 20 10 -0.455 -0.002 0.456
0.00456 10 -4550 10 20 10 -0.456 -0.002 0.457
0.00457 10 -4560 10 20 10 -0.457 -0.002 0.458
0.00458 10 -4570 10 20 10 -0.458 -0.002 0.459
0.00459 10 -4580 10 20 10 -0.459 -0.002 0.46
0.0046 10 -4590 10 20 10 -0.46 -0.002 0.461
0.00461 10 -4600 10 20 10 -0.461 -0.002 0.462
0.00462 10 -4610 10 20 10 -0.462 -0.002 0.463
0.00463 10 -4620 10 20 10 -0.463 -0.002 0.464
0.00464 10 -4630 10 20 10 -0.464 -0.002 0.465
0.00465 10 -4640 10 20 10 -0.465 -0.002 0.466
0.00466 10 -4650 10 20 10 -0.466 -0.002 0.467
0.00467 10 -4660 10 20 10 -0.467 -0.002 0.468
0.00468 10 -4670 10 20 10 -0.468 -0.002 0.469
0.00469 10 -4680 10 20 10 -0.469 -0.002 0.47
0.0047 10 -4690 10 20 10 -0.47 -0.002 0.471
0.00471 10 -4700 10 20 10 -0.471 -0.002 0.472
0.00472 10 -4710 10 20 10 -0.472 -0.002 0.473
0.00473 10 -4720 10 20 10 -0.473 -0.002 0.474
0.00474 10 -4730 10 20 10 -0.474 -0.002 0.475
0.00475 10 -4740 10 20 10 -0.475 -0.002 0.476
0.00476 10 -4750 10 20 10 -0.476 -0.002 0.477
0.00477 10 -4760 10 20 10 -0.477 -0.002 0.478
0.00478 10 -4770 10 20 10 -0.478 -0.002 0.479
0.00479 10 -4780 10 20 10 -0.479 -0.002 0.48
0.0048 10 -4790 10 20 10 -0.48 -0.002 0.481
0.00481 10 -4800 10 20 10 -0.481 -0.002 0.482
0.00482 10 -4810 10 20 10 -0.482 -0.002 0.483
0.00483 10 -4820 10 20 10 -0.483 -0.002 0.484
0.00484 10 -4830 10 20 10 -0.484 -0.002 0.485
0.00485 10 -4840 10 20 10 -0.485 -0.002 0.486
0.00486 10 -4850 10 20 10 -0.486 -0.002 0.487
0.00487 10 -4860 10 20 10 -0.487 -0.002 0.488
0.00488 10 -4870 10 20 10 -0.488 -0.002 0.489
0.00489 10 -4880 10 20 10 -0.489 -0.002 0.49
0.0049 10 -4890 10 20 10 -0.49 -0.002 0.491
0.00491 10 -4900 10 20 10 -0.491 -0.002 0.492
0.00492 10 -4910 10 20 10 -0.492 -0.002 0.493
0.00493 10 -4920 10 20 10 -0.493 -0.002 0.494
0.00494 10 -4930 10 20 10 -0.494 -0.002 0.495
0.00495 10 -4940 10 20 10 -0.495 -0.002 0.496
0.00496 10 -4950 10 20 10 -0.496 -0.002 0.497
0.00497 10 -4960 10 20 10 -0.497 -0.002 0.498
0.00498 10 -4970 10 20 10 -0.498 -0.002 0.499
0.00499 10 -4980 10 20 10 -0.499 -0.002 0.5
0.005 10 -4990 10 20 10 -0.5 -0.002 0.501
0.00501 10 -5000 10 20 10 -0.501 -0.002 0.502
0.00502 10 -5010 10 20 10 -0.502 -0.002 0.503
0.00503 10 -5020 10 20 10 -0.503 -0.002 0.504
0.00504 10 -5030 10 20 10 -0.504 -0.002 0.505
0.00505 10 -5040 10 20 10 -0.505 -0.002 0.506
0.00506 10 -5050 10 20 10 -0.506 -0.002 0.507
0.00507 10 -5060 10 20 10 -0.507 -0.002 0.508
0.00508 10 -5070 10 20 10 -0.508 -0.002 0.509
0.00509 10 -5080 10 20 10 -0.509 -0.002 0.51
0.0051 10 -5090 10 20 10 -0.51 -0.002 0.511
0.00511 10 -5100 10 20 10 -0.511 -0.002 0.512
0.00512 10 -5110 10 20 10 -0.512 -0.002 0.513
0.00513 10 -5120 10 20 10 -0.513 -0.002 0.514
0.00514 10 -5130 10 20 10 -0.514 -0.002 0.515
0.00515 10 -5140 10 20 10 -0.515 -0.002 0.516
0.00516 10 -5150 10 20 10 -0.516 -0.002 0.517
0.00517 10 -5160 10 20 10 -0.517 -0.002 0.518
0.00518 10 -5170 10 20 10 -0.518 -0.002 0.519
0.00519 10 -5180 10 20 10 -0.519 -0.002 0.52
0.0052 10 -5190 10 20 10 -0.52 -0.002 0.521
0.00521 10 -5200 10 20 10 -0.521 -0.002 0.522
0.00522 10 -5210 10 20 10 -0.522 -0.002 0.523
0.00523 10 -5220 10 20 10 -0.523 -0.002 0.524
0.00524 10 -5230 10 20 10 -0.524 -0.002 0.525
0.00525 10 -5240 10 20 10 -0.525 -0.002 0.526
0.00526 10 -5250 10 20 10 -0.526 -0.002 0.527
0.00527 10 -5260 10 20 10 -0.527 -0.002 0.528
0.00528 10 -5270 10 20 10 -0.528 -0.002 0.529
0.00529 10 -5280 10 20 10 -0.529 -0.002 0.53
0.0053 10 -5290 10 20 10 -0.53 -0.002 0.531
0.00531 10 -5300 10 20 10 -0.531 -0.002 0.532
0.00532 10 -5310 10 20 10 -0.532 -0.002 0.533
0.00533 10 -5320 10 20 10 -0.533 -0.002 0.534
0.00534 10 -5330 10 20 10 -0.534 -0.002 0.535
0.00535 10 -5340 10 20 10 -0.535 -0.002 0.536
0.00536 10 -5350 10 20 10 -0.536 -0.002 0.537
0.00537 10 -5360 10 20 10 -0.537 -0.002 0.538
0.00538 10 -5370 10 20 10 -0.538 -0.002 0.539
0.00539 10 -5380 10 20 10 -0.539 -0.002 0.54
0.0054 10 -5390 10 20 10 -0.54 -0.002 0.541
0.00541 10 -5400 10 20 10 -0.541 -0.002 0.542
0.00542 10 -5410 10 20 10 -0.542 -0.002 0.543
0.00543 10 -5420 10 20 10 -0.543 -0.002 0.544
0.00544 10 -5430 10 20 10 -0.544 -0.002 0.545
0.00545 10 -5440 10 20 10 -0.545 -0.002 0.546
0.00546 10 -5450 10 20 10 -0.546 -0.002 0.547
0.00547 10 -5460 10 20 10 -0.547 -0.002 0.548
0.00548 10 -5470 10 20 10 -0.548 -0.002 0.549
0.00549 10 -5480 10 20 10 -0.549 -0.002 0.55
0.0055 10 -5490 10 20 10 -0.55 -0.002 0.551
0.00551 10 -5500 10 20 10 -0.551 -0.002 0.552
0.00552 10 -5510 10 20 10 -0.552 -0.002 0.553
0.00553 10 -5520 10 20 10 -0.553 -0.002 0.554
0.00554 10 -5530 10 20 10 -0.554 -0.002 0.555
0.00555 10 -5540 10 20 10 -0.555 -0.002 0.556
0.00556 10 -5550 10 20 10 -0.556 -0.002 0.557
0.00557 10 -5560 10 20 10 -0.557 -0.002 0.558
0.00558 10 -5570 10 20 10 -0.558 -0.002 0.559
0.00559 10 -5580 10 20 10 -0.559 -0.002 0.56
0.0056 10 -5590 10 20 10 -0.56 -0.002 0.561
0.00561 10 -5600 10 20 10 -0.561 -0.002 0.562
0.00562 10 -5610 10 20 10 -0.562 -0.002 0.563
0.00563 10 -5620 10 20 10 -0.563 -0.002 0.564
0.00564 10 -5630 10 20 10 -0.564 -0.002 0.565
0.00565 10 -5640 10 20 10 -0.565 -0.002 0.566
0.00566 10 -5650 10 20 10 -0.566 -0.002 0.567
0.00567 10 -5660 10 20 10 -0.567 -0.002 0.568
0.00568 10 -5670 10 20 10 -0.568 -0.002 0.569
0.00569 10 -5680 10 20 10 -0.569 -0.002 0.57
0.0057 10 -5690 10 20 10 -0.57 -0.002 0.571
0.00571 10 -5700 10 20 10 -0.571 -0.002 0.572
0.00572 10 -5710 10 20 10 -0.572 -0.002 0.573
0.00573 10 -5720 10 20 10 -0.573 -0.002 0.574
0.00574 10 -5730 10 20 10 -0.574 -0.002 0.575
0.00575 10 -5740 10 20 10 -0.575 -0.002 0.576
0.00576 10 -5750 10 20 10 -0.576 -0.002 0.577
0.00577 10 -5760 10 20 10 -0.577 -0.002 0.578
0.00578 10 -5770 10 20 10 -0.578 -0.002 0.579
0.00579 10 -5780 10 20 10 -0.579 -0.002 0.58
0.0058 10 -5790 10 20 10 -0.58 -0.002 0.581
0.00581 10 -5800 10 20 10 -0.581 -0.002 0.582
0.00582 10 -5810 10 20 10 -0.582 -0.002 0.583
0.00583 10 -5820 10 20 10 -0.583 -0.002 0.584
0.00584 10 -5830 10 20 10 -0.584 -0.002 0.585
0.00585 10 -5840 10 20 10 -0.585 -0.002 0.586
0.00586 10 -5850 10 20 10 -0.586 -0.002 0.587
0.00587 10 -5860 10 20 10 -0.587 -0.002 0.588
0.00588 10 -5870 10 20 10 -0.588 -0.002 0.589
0.00589 10 -5880 10 20 10 -0.589 -0.002 0.59
0.0059 10 -5890 10 20 10 -0.59 -0.002 0.591
0.00591 10 -5900 10 20 10 -0.591 -0.002 0.592
0.00592 10 -5910 10 20 10 -0.592 -0.002 0.593
0.00593 10 -5920 10 20 10 -0.593 -0.002 0.594
0.00594 10 -5930 10 20 10 -0.594 -0.002 0.595
0.00595 10 -5940 10 20 10 -0.595 -0.002 0.596
0.00596 10 -5950 10 20 10 -0.596 -0.002 0.597
0.00597 10 -5960 10 20 10 -0.597 -0.002 0.598
0.00598 10 -5970 10 20 10 -0.598 -0.002 0.599
0.00599 10 -5980 10 20 10 -0.599 -0.002 0.6
0.006 10 -5990 10 20 10 -0.6 -0.002 0.601
